"","x","y","pop"
"4625",114.337500000558,22.7541666661382,262
"4626",114.345833333894,22.7541666661382,765
"4627",114.354166667229,22.7541666661382,1706
"4628",114.362500000565,22.7541666661382,4484
"4629",114.370833333901,22.7541666661382,7997
"4630",114.379166667236,22.7541666661382,6643
"4631",114.387500000572,22.7541666661382,1861
"4632",114.395833333908,22.7541666661382,4556
"4633",114.404166667243,22.7541666661382,1733
"4703",113.770833333736,22.7458333328092,181
"4704",113.779166667072,22.7458333328092,1666
"4705",113.787500000408,22.7458333328092,5773
"4706",113.795833333743,22.7458333328092,7423
"4707",113.804166667079,22.7458333328092,12599
"4708",113.812500000414,22.7458333328092,14279
"4709",113.82083333375,22.7458333328092,8074
"4710",113.829166667086,22.7458333328092,10388
"4711",113.837500000421,22.7458333328092,13865
"4712",113.845833333757,22.7458333328092,14113
"4713",113.854166667092,22.7458333328092,2137
"4714",113.862500000428,22.7458333328092,546
"4715",113.870833333764,22.7458333328092,1289
"4716",113.879166667099,22.7458333328092,1842
"4717",113.887500000435,22.7458333328092,6956
"4718",113.895833333771,22.7458333328092,6586
"4719",113.904166667106,22.7458333328092,9074
"4720",113.912500000442,22.7458333328092,8002
"4721",113.920833333777,22.7458333328092,2131
"4722",113.929166667113,22.7458333328092,1276
"4723",113.937500000449,22.7458333328092,1558
"4724",113.945833333784,22.7458333328092,111
"4725",113.95416666712,22.7458333328092,83
"4726",113.962500000455,22.7458333328092,26
"4727",113.970833333791,22.7458333328092,24
"4728",113.979166667127,22.7458333328092,20
"4729",113.987500000462,22.7458333328092,64
"4730",113.995833333798,22.7458333328092,244
"4731",114.004166667134,22.7458333328092,171
"4732",114.012500000469,22.7458333328092,1948
"4733",114.020833333805,22.7458333328092,1159
"4734",114.02916666714,22.7458333328092,1939
"4735",114.037500000476,22.7458333328092,1942
"4736",114.045833333812,22.7458333328092,4010
"4737",114.054166667147,22.7458333328092,4652
"4738",114.062500000483,22.7458333328092,519
"4740",114.079166667154,22.7458333328092,369
"4741",114.08750000049,22.7458333328092,4407
"4756",114.212500000524,22.7458333328092,568
"4757",114.22083333386,22.7458333328092,4972
"4758",114.229166667195,22.7458333328092,4899
"4759",114.237500000531,22.7458333328092,5758
"4760",114.245833333866,22.7458333328092,6153
"4761",114.254166667202,22.7458333328092,5471
"4762",114.262500000538,22.7458333328092,7070
"4763",114.270833333873,22.7458333328092,7956
"4764",114.279166667209,22.7458333328092,7901
"4765",114.287500000545,22.7458333328092,4742
"4766",114.29583333388,22.7458333328092,77
"4767",114.304166667216,22.7458333328092,748
"4768",114.312500000551,22.7458333328092,887
"4769",114.320833333887,22.7458333328092,17
"4770",114.329166667223,22.7458333328092,38
"4771",114.337500000558,22.7458333328092,30
"4772",114.345833333894,22.7458333328092,231
"4773",114.354166667229,22.7458333328092,1456
"4774",114.362500000565,22.7458333328092,5193
"4775",114.370833333901,22.7458333328092,13682
"4776",114.379166667236,22.7458333328092,5759
"4777",114.387500000572,22.7458333328092,1999
"4778",114.395833333908,22.7458333328092,1374
"4779",114.404166667243,22.7458333328092,1226
"4848",113.762500000401,22.7374999994803,667
"4849",113.770833333736,22.7374999994803,1181
"4850",113.779166667072,22.7374999994803,2312
"4851",113.787500000408,22.7374999994803,5376
"4852",113.795833333743,22.7374999994803,20139
"4853",113.804166667079,22.7374999994803,13796
"4854",113.812500000414,22.7374999994803,15695
"4855",113.82083333375,22.7374999994803,9623
"4856",113.829166667086,22.7374999994803,29218
"4857",113.837500000421,22.7374999994803,12365
"4858",113.845833333757,22.7374999994803,13938
"4859",113.854166667092,22.7374999994803,1873
"4860",113.862500000428,22.7374999994803,182
"4861",113.870833333764,22.7374999994803,228
"4862",113.879166667099,22.7374999994803,344
"4863",113.887500000435,22.7374999994803,529
"4864",113.895833333771,22.7374999994803,15007
"4865",113.904166667106,22.7374999994803,9348
"4866",113.912500000442,22.7374999994803,6771
"4867",113.920833333777,22.7374999994803,3106
"4868",113.929166667113,22.7374999994803,2515
"4869",113.937500000449,22.7374999994803,6003
"4870",113.945833333784,22.7374999994803,1212
"4871",113.95416666712,22.7374999994803,502
"4872",113.962500000455,22.7374999994803,25
"4873",113.970833333791,22.7374999994803,63
"4874",113.979166667127,22.7374999994803,107
"4875",113.987500000462,22.7374999994803,2845
"4876",113.995833333798,22.7374999994803,1119
"4877",114.004166667134,22.7374999994803,2235
"4878",114.012500000469,22.7374999994803,2718
"4879",114.020833333805,22.7374999994803,1333
"4880",114.02916666714,22.7374999994803,3752
"4881",114.037500000476,22.7374999994803,2116
"4882",114.045833333812,22.7374999994803,6142
"4883",114.054166667147,22.7374999994803,6926
"4884",114.062500000483,22.7374999994803,2439
"4885",114.070833333818,22.7374999994803,5417
"4886",114.079166667154,22.7374999994803,5503
"4887",114.08750000049,22.7374999994803,2512
"4902",114.212500000524,22.7374999994803,1625
"4903",114.22083333386,22.7374999994803,5258
"4904",114.229166667195,22.7374999994803,7365
"4905",114.237500000531,22.7374999994803,5758
"4906",114.245833333866,22.7374999994803,6018
"4907",114.254166667202,22.7374999994803,7232
"4908",114.262500000538,22.7374999994803,8801
"4909",114.270833333873,22.7374999994803,15326
"4910",114.279166667209,22.7374999994803,18327
"4911",114.287500000545,22.7374999994803,5622
"4912",114.29583333388,22.7374999994803,1724
"4913",114.304166667216,22.7374999994803,610
"4914",114.312500000551,22.7374999994803,791
"4915",114.320833333887,22.7374999994803,246
"4916",114.329166667223,22.7374999994803,171
"4917",114.337500000558,22.7374999994803,240
"4918",114.345833333894,22.7374999994803,82
"4919",114.354166667229,22.7374999994803,1986
"4920",114.362500000565,22.7374999994803,1234
"4921",114.370833333901,22.7374999994803,1676
"4922",114.379166667236,22.7374999994803,1687
"4923",114.387500000572,22.7374999994803,1086
"4924",114.395833333908,22.7374999994803,1051
"4925",114.404166667243,22.7374999994803,535
"4994",113.762500000401,22.7291666661513,10
"4995",113.770833333736,22.7291666661513,68
"4996",113.779166667072,22.7291666661513,2312
"4997",113.787500000408,22.7291666661513,5365
"4998",113.795833333743,22.7291666661513,2153
"4999",113.804166667079,22.7291666661513,7018
"5000",113.812500000414,22.7291666661513,11345
"5001",113.82083333375,22.7291666661513,30094
"5002",113.829166667086,22.7291666661513,15312
"5003",113.837500000421,22.7291666661513,12630
"5004",113.845833333757,22.7291666661513,16578
"5005",113.854166667092,22.7291666661513,14983
"5006",113.862500000428,22.7291666661513,10388
"5007",113.870833333764,22.7291666661513,233
"5008",113.879166667099,22.7291666661513,1240
"5009",113.887500000435,22.7291666661513,7003
"5010",113.895833333771,22.7291666661513,23906
"5011",113.904166667106,22.7291666661513,10024
"5012",113.912500000442,22.7291666661513,8002
"5013",113.920833333777,22.7291666661513,2055
"5014",113.929166667113,22.7291666661513,1438
"5015",113.937500000449,22.7291666661513,2524
"5016",113.945833333784,22.7291666661513,14092
"5017",113.95416666712,22.7291666661513,322
"5018",113.962500000455,22.7291666661513,404
"5019",113.970833333791,22.7291666661513,70
"5020",113.979166667127,22.7291666661513,68
"5021",113.987500000462,22.7291666661513,76
"5022",113.995833333798,22.7291666661513,1061
"5023",114.004166667134,22.7291666661513,1112
"5024",114.012500000469,22.7291666661513,1518
"5025",114.020833333805,22.7291666661513,1875
"5026",114.02916666714,22.7291666661513,2401
"5027",114.037500000476,22.7291666661513,9004
"5028",114.045833333812,22.7291666661513,10031
"5029",114.054166667147,22.7291666661513,11280
"5030",114.062500000483,22.7291666661513,11330
"5031",114.070833333818,22.7291666661513,435
"5032",114.079166667154,22.7291666661513,15331
"5033",114.08750000049,22.7291666661513,11680
"5034",114.095833333825,22.7291666661513,10059
"5048",114.212500000524,22.7291666661513,5374
"5049",114.22083333386,22.7291666661513,5592
"5050",114.229166667195,22.7291666661513,7240
"5051",114.237500000531,22.7291666661513,6146
"5052",114.245833333866,22.7291666661513,7242
"5053",114.254166667202,22.7291666661513,7104
"5054",114.262500000538,22.7291666661513,7966
"5055",114.270833333873,22.7291666661513,17998
"5056",114.279166667209,22.7291666661513,13764
"5057",114.287500000545,22.7291666661513,7460
"5058",114.29583333388,22.7291666661513,4935
"5059",114.304166667216,22.7291666661513,1848
"5060",114.312500000551,22.7291666661513,1872
"5061",114.320833333887,22.7291666661513,1225
"5062",114.329166667223,22.7291666661513,1083
"5063",114.337500000558,22.7291666661513,738
"5064",114.345833333894,22.7291666661513,2112
"5065",114.354166667229,22.7291666661513,1653
"5066",114.362500000565,22.7291666661513,1035
"5067",114.370833333901,22.7291666661513,733
"5068",114.379166667236,22.7291666661513,652
"5069",114.387500000572,22.7291666661513,198
"5070",114.395833333908,22.7291666661513,641
"5140",113.762500000401,22.7208333328224,15
"5141",113.770833333736,22.7208333328224,51
"5142",113.779166667072,22.7208333328224,6700
"5143",113.787500000408,22.7208333328224,405
"5144",113.795833333743,22.7208333328224,11299
"5145",113.804166667079,22.7208333328224,16796
"5146",113.812500000414,22.7208333328224,11862
"5147",113.82083333375,22.7208333328224,12899
"5148",113.829166667086,22.7208333328224,10127
"5149",113.837500000421,22.7208333328224,13105
"5150",113.845833333757,22.7208333328224,7225
"5151",113.854166667092,22.7208333328224,9162
"5152",113.862500000428,22.7208333328224,631
"5153",113.870833333764,22.7208333328224,765
"5154",113.879166667099,22.7208333328224,2055
"5155",113.887500000435,22.7208333328224,26750
"5156",113.895833333771,22.7208333328224,19785
"5157",113.904166667106,22.7208333328224,31619
"5158",113.912500000442,22.7208333328224,6566
"5159",113.920833333777,22.7208333328224,3573
"5160",113.929166667113,22.7208333328224,2602
"5161",113.937500000449,22.7208333328224,2036
"5162",113.945833333784,22.7208333328224,397
"5163",113.95416666712,22.7208333328224,77
"5164",113.962500000455,22.7208333328224,70
"5165",113.970833333791,22.7208333328224,547
"5166",113.979166667127,22.7208333328224,134
"5167",113.987500000462,22.7208333328224,222
"5168",113.995833333798,22.7208333328224,456
"5169",114.004166667134,22.7208333328224,408
"5170",114.012500000469,22.7208333328224,1012
"5171",114.020833333805,22.7208333328224,2476
"5172",114.02916666714,22.7208333328224,6941
"5173",114.037500000476,22.7208333328224,6878
"5174",114.045833333812,22.7208333328224,25675
"5175",114.054166667147,22.7208333328224,11212
"5176",114.062500000483,22.7208333328224,17211
"5177",114.070833333818,22.7208333328224,9520
"5178",114.079166667154,22.7208333328224,14984
"5179",114.08750000049,22.7208333328224,14567
"5180",114.095833333825,22.7208333328224,11124
"5181",114.104166667161,22.7208333328224,495
"5182",114.112500000497,22.7208333328224,766
"5194",114.212500000524,22.7208333328224,6195
"5195",114.22083333386,22.7208333328224,5427
"5196",114.229166667195,22.7208333328224,6444
"5197",114.237500000531,22.7208333328224,6444
"5198",114.245833333866,22.7208333328224,7242
"5199",114.254166667202,22.7208333328224,7240
"5200",114.262500000538,22.7208333328224,8422
"5201",114.270833333873,22.7208333328224,2035
"5202",114.279166667209,22.7208333328224,6286
"5203",114.287500000545,22.7208333328224,6210
"5204",114.29583333388,22.7208333328224,7016
"5205",114.304166667216,22.7208333328224,6750
"5206",114.312500000551,22.7208333328224,7266
"5207",114.320833333887,22.7208333328224,1446
"5208",114.329166667223,22.7208333328224,288
"5209",114.337500000558,22.7208333328224,241
"5210",114.345833333894,22.7208333328224,987
"5211",114.354166667229,22.7208333328224,4691
"5212",114.362500000565,22.7208333328224,795
"5213",114.370833333901,22.7208333328224,732
"5214",114.379166667236,22.7208333328224,644
"5215",114.387500000572,22.7208333328224,644
"5216",114.395833333908,22.7208333328224,629
"5286",113.762500000401,22.7124999994934,15
"5287",113.770833333736,22.7124999994934,94
"5288",113.779166667072,22.7124999994934,1414
"5289",113.787500000408,22.7124999994934,153
"5290",113.795833333743,22.7124999994934,5517
"5291",113.804166667079,22.7124999994934,10200
"5292",113.812500000414,22.7124999994934,11836
"5293",113.82083333375,22.7124999994934,13922
"5294",113.829166667086,22.7124999994934,8308
"5295",113.837500000421,22.7124999994934,9848
"5296",113.845833333757,22.7124999994934,35666
"5297",113.854166667092,22.7124999994934,2078
"5298",113.862500000428,22.7124999994934,475
"5299",113.870833333764,22.7124999994934,225
"5300",113.879166667099,22.7124999994934,1325
"5301",113.887500000435,22.7124999994934,5859
"5302",113.895833333771,22.7124999994934,8847
"5303",113.904166667106,22.7124999994934,6989
"5304",113.912500000442,22.7124999994934,445
"5305",113.920833333777,22.7124999994934,237
"5306",113.929166667113,22.7124999994934,24
"5307",113.937500000449,22.7124999994934,128
"5308",113.945833333784,22.7124999994934,601
"5309",113.95416666712,22.7124999994934,479
"5310",113.962500000455,22.7124999994934,577
"5311",113.970833333791,22.7124999994934,198
"5312",113.979166667127,22.7124999994934,33
"5313",113.987500000462,22.7124999994934,225
