2161,2232,2291,2164,2206,2418,1942,209,2316,2289,2104,497,2210,2250,126,1970,2109,2186,653,570,99,1470,1662,2189,266,1945,253,630,2244,2275,2207,658,2105,473,2159,1353,60,2160,2208,1941
2161,2232,2164,2291,2206,2418,1942,2316,2104,2289,209,2210,497,2250,2186,1970,126,2109,653,570,99,1470,1662,2207,2189,266,1945,2275,253,630,2244,2105,658,2159,1941,473,1353,60,2208,2033
2161,2232,2164,2291,2206,2418,1942,2275,2104,2210,2289,209,2250,497,2186,1970,126,2109,2207,653,570,2316,99,1470,1662,2189,1945,266,2107,253,630,2244,1941,2159,658,2208,2417,473,60,2326
2161,2232,2210,2291,2207,2107,2418,1942,2275,2104,2289,2250,2186,209,2160,497,126,1970,2109,2316,653,570,1941,99,2212,1662,1470,2189,266,2159,1945,253,2244,630,2417,2208,2252,2105,2326,658
2161,2232,2210,2291,2207,2107,2275,1942,2418,2104,2289,2186,2250,2160,209,497,2316,2109,126,1970,1941,653,2211,570,2159,99,2189,1662,2417,1470,2208,266,1945,2105,253,2244,2326,630,2252,658
2161,2232,2210,2207,2291,2275,2107,2104,2418,1942,2186,2289,2160,2250,2164,2316,209,497,126,1970,1941,2159,2109,2208,2105,653,2417,570,2187,2326,2252,99,1662,1945,2211,1470,266,253,2244,630
2161,2232,2207,2210,2275,2291,2106,2160,2418,2186,1942,2104,2289,2107,2250,2316,2211,2159,209,1941,497,2208,2187,126,2109,2417,2326,2105,2252,1970,653,570,2006,434,266,1662,2164,2244,99,1470
2161,2207,2232,2163,2275,2160,2291,2210,2104,2186,2107,2418,1942,2289,2316,2208,2250,2164,2159,2105,2187,1941,209,2417,2326,497,2252,2109,1970,126,2211,2206,2006,434,653,570,2292,1875,2033,2209
2161,2207,2232,2163,2160,2275,2210,2104,2291,2186,2208,2164,2316,2105,2289,2206,2418,1942,2107,2250,2187,2159,2106,1941,2211,2292,2417,2209,209,2326,2252,434,2109,1970,1875,126,2162,497,2004,2276
2161,2207,2160,2162,2232,2163,2208,2275,2104,2210,2186,2105,2164,2291,2206,2316,2159,2106,2209,2187,2107,2289,2418,1942,2211,2250,2252,2292,1941,2417,2233,2326,2033,2276,2290,2212,2004,2109,2251,1875
2161,2207,2160,2208,2162,2104,2163,2209,2105,2210,2106,2232,2164,2206,2159,2275,2107,2186,2211,2316,2252,2291,2187,2103,2253,2033,2254,2256,2165,2255,2233,2032,2212,2250,2276,2289,2251,2292,2031,2418
